Pathway,Gene,EnsemblID
apoptosis,Map2k2,ENSMUSG00000035027
apoptosis,Map3k5,ENSMUSG00000071369
apoptosis,Mapk1,ENSMUSG00000063358
apoptosis,Mapk10,ENSMUSG00000046709
apoptosis,Mapk3,ENSMUSG00000063065
apoptosis,Mapk8,ENSMUSG00000021936
apoptosis,Mapk9,ENSMUSG00000020366
apoptosis,Aifm1,ENSMUSG00000036932
apoptosis,Pik3cg,ENSMUSG00000020573
apoptosis,Pik3r5,ENSMUSG00000020901
apoptosis,Parp4,ENSMUSG00000054509
apoptosis,Map3k14,ENSMUSG00000020941
apoptosis,Ctsf,ENSMUSG00000083282
apoptosis,Pidd1,ENSMUSG00000025507
apoptosis,Pmaip1,ENSMUSG00000024521
apoptosis,Ctsz,ENSMUSG00000016256
apoptosis,Htra2,ENSMUSG00000068329
apoptosis,Diablo,ENSMUSG00000029433
apoptosis,Dab2ip,ENSMUSG00000026883
apoptosis,Tradd,ENSMUSG00000031887
