Pathway,Gene,EnsemblID
toxoplasmosis,Lama1,ENSMUSG00000032796
toxoplasmosis,Lama2,ENSMUSG00000019899
toxoplasmosis,Lama3,ENSMUSG00000024421
toxoplasmosis,Lama4,ENSMUSG00000019846
toxoplasmosis,Lama5,ENSMUSG00000015647
toxoplasmosis,Lamb1,ENSMUSG00000002900
toxoplasmosis,Lamb2,ENSMUSG00000052911
toxoplasmosis,Lamb3,ENSMUSG00000026639
toxoplasmosis,Lamc2,ENSMUSG00000026479
toxoplasmosis,Ldlr,ENSMUSG00000032193
toxoplasmosis,Ly96,ENSMUSG00000025779
toxoplasmosis,Myd88,ENSMUSG00000032508
toxoplasmosis,Nfkb1,ENSMUSG00000028163
toxoplasmosis,Nfkbia,ENSMUSG00000021025
toxoplasmosis,Nfkbib,ENSMUSG00000030595
toxoplasmosis,Nos2,ENSMUSG00000020826
toxoplasmosis,Pdpk1,ENSMUSG00000024122
toxoplasmosis,Pik3ca,ENSMUSG00000027665
toxoplasmosis,Pik3cd,ENSMUSG00000039936
toxoplasmosis,Pik3r1,ENSMUSG00000041417
toxoplasmosis,Pik3r2,ENSMUSG00000031834
toxoplasmosis,Pik3r3,ENSMUSG00000028698
toxoplasmosis,Mapk11,ENSMUSG00000053137
toxoplasmosis,Hspa1a,ENSMUSG00000091971
toxoplasmosis,Rela,ENSMUSG00000024927
toxoplasmosis,Stat1,ENSMUSG00000026104
toxoplasmosis,Stat3,ENSMUSG00000004040
toxoplasmosis,Tgfb1,ENSMUSG00000002603
toxoplasmosis,Tgfb2,ENSMUSG00000039239
toxoplasmosis,Tgfb3,ENSMUSG00000021253
toxoplasmosis,Tlr4,ENSMUSG00000039005
toxoplasmosis,Tnf,ENSMUSG00000024401
toxoplasmosis,Tnfrsf1a,ENSMUSG00000030341
toxoplasmosis,Cd40,ENSMUSG00000017652
toxoplasmosis,Cd40lg,ENSMUSG00000031132
toxoplasmosis,Traf6,ENSMUSG00000027164
toxoplasmosis,Lamc1,ENSMUSG00000026478
toxoplasmosis,Akt3,ENSMUSG00000019699
toxoplasmosis,Tlr11,ENSMUSG00000051969
toxoplasmosis,Lamc3,ENSMUSG00000026840
toxoplasmosis,Tlr2,ENSMUSG00000027995
toxoplasmosis,Map2k3,ENSMUSG00000018932
toxoplasmosis,Map2k6,ENSMUSG00000020623
toxoplasmosis,Map3k7,ENSMUSG00000028284
toxoplasmosis,Mapk1,ENSMUSG00000063358
toxoplasmosis,Mapk10,ENSMUSG00000046709
toxoplasmosis,Mapk13,ENSMUSG00000004864
toxoplasmosis,Mapk14,ENSMUSG00000053436
toxoplasmosis,Mapk3,ENSMUSG00000063065
toxoplasmosis,Mapk8,ENSMUSG00000021936
toxoplasmosis,Mapk9,ENSMUSG00000020366
toxoplasmosis,Irak4,ENSMUSG00000059883
toxoplasmosis,Mapk12,ENSMUSG00000022610
toxoplasmosis,Pik3cg,ENSMUSG00000020573
toxoplasmosis,Pik3r5,ENSMUSG00000020901
toxoplasmosis,Birc7,ENSMUSG00000038840
toxoplasmosis,Tyk2,ENSMUSG00000032175
toxoplasmosis,Tab1,ENSMUSG00000022414
toxoplasmosis,Tab2,ENSMUSG00000015755
