Pathway,Gene,EnsemblID
epstein.barr.virus.infection,Polr3gl,ENSMUSG00000028104
epstein.barr.virus.infection,Polr2i,ENSMUSG00000019738
epstein.barr.virus.infection,Psmd1,ENSMUSG00000026229
epstein.barr.virus.infection,Polr3f,ENSMUSG00000027427
epstein.barr.virus.infection,Polr3b,ENSMUSG00000034453
epstein.barr.virus.infection,Tradd,ENSMUSG00000031887
epstein.barr.virus.infection,Entpd8,ENSMUSG00000036813
epstein.barr.virus.infection,Gtf2e1,ENSMUSG00000022828
epstein.barr.virus.infection,Polr3c,ENSMUSG00000028099
epstein.barr.virus.infection,RP23-143B14.1,ENSMUSG00000028287
epstein.barr.virus.infection,Polr3h,ENSMUSG00000022476
