Pathway,Gene,EnsemblID
epstein.barr.virus.infection,RP23-108F2.19,ENSMUSG00000079492
epstein.barr.virus.infection,Xpo1,ENSMUSG00000020290
epstein.barr.virus.infection,H2-Q6,ENSMUSG00000073409
epstein.barr.virus.infection,H2-M10.3,ENSMUSG00000058124
epstein.barr.virus.infection,Akt1,ENSMUSG00000001729
epstein.barr.virus.infection,Akt2,ENSMUSG00000004056
epstein.barr.virus.infection,Atf2,ENSMUSG00000027104
epstein.barr.virus.infection,Bcl2,ENSMUSG00000057329
epstein.barr.virus.infection,Ccna1,ENSMUSG00000027793
epstein.barr.virus.infection,Ccna2,ENSMUSG00000027715
epstein.barr.virus.infection,Cd19,ENSMUSG00000030724
epstein.barr.virus.infection,Cd38,ENSMUSG00000029084
epstein.barr.virus.infection,Entpd1,ENSMUSG00000048120
epstein.barr.virus.infection,Cd44,ENSMUSG00000005087
epstein.barr.virus.infection,Cdk1,ENSMUSG00000019942
epstein.barr.virus.infection,Cdk2,ENSMUSG00000025358
epstein.barr.virus.infection,Cdkn1a,ENSMUSG00000023067
epstein.barr.virus.infection,Cdkn1b,ENSMUSG00000003031
epstein.barr.virus.infection,Chuk,ENSMUSG00000025199
epstein.barr.virus.infection,Cr2,ENSMUSG00000026616
epstein.barr.virus.infection,Crebbp,ENSMUSG00000022521
epstein.barr.virus.infection,Csnk2a1,ENSMUSG00000074698
epstein.barr.virus.infection,Csnk2a2,ENSMUSG00000046707
epstein.barr.virus.infection,Csnk2b,ENSMUSG00000024387
epstein.barr.virus.infection,Eif2ak3,ENSMUSG00000031668
epstein.barr.virus.infection,Fcer2a,ENSMUSG00000005540
epstein.barr.virus.infection,Fgr,ENSMUSG00000028874
epstein.barr.virus.infection,H2-Bl,ENSMUSG00000073406
epstein.barr.virus.infection,H2-D1,ENSMUSG00000073411
epstein.barr.virus.infection,H2-K1,ENSMUSG00000061232
epstein.barr.virus.infection,H2-M10.1,ENSMUSG00000024448
epstein.barr.virus.infection,H2-M2,ENSMUSG00000016283
epstein.barr.virus.infection,H2-M3,ENSMUSG00000016206
epstein.barr.virus.infection,H2-M9,ENSMUSG00000067201
epstein.barr.virus.infection,H2-Q1,ENSMUSG00000079507
epstein.barr.virus.infection,H2-Q10,ENSMUSG00000067235
epstein.barr.virus.infection,H2-Q2,ENSMUSG00000091705
epstein.barr.virus.infection,H2-Q4,ENSMUSG00000035929
epstein.barr.virus.infection,H2-Q7,ENSMUSG00000060550
epstein.barr.virus.infection,H2-T10,ENSMUSG00000079491
epstein.barr.virus.infection,H2-T22,ENSMUSG00000056116
epstein.barr.virus.infection,H2-T23,ENSMUSG00000067212
epstein.barr.virus.infection,H2-T24,ENSMUSG00000053835
epstein.barr.virus.infection,H2-T3,ENSMUSG00000054128
epstein.barr.virus.infection,Hdac2,ENSMUSG00000019777
epstein.barr.virus.infection,Hdac5,ENSMUSG00000008855
epstein.barr.virus.infection,Hspa8,ENSMUSG00000015656
epstein.barr.virus.infection,Hspa1l,ENSMUSG00000007033
epstein.barr.virus.infection,Hspb1,ENSMUSG00000004951
epstein.barr.virus.infection,Hspa1b,ENSMUSG00000090877
epstein.barr.virus.infection,Hspa2,ENSMUSG00000059970
epstein.barr.virus.infection,Icam1,ENSMUSG00000037405
epstein.barr.virus.infection,Ifng,ENSMUSG00000055170
epstein.barr.virus.infection,Ikbkb,ENSMUSG00000031537
epstein.barr.virus.infection,Ikbkg,ENSMUSG00000004221
epstein.barr.virus.infection,Il10,ENSMUSG00000016529
epstein.barr.virus.infection,Il10ra,ENSMUSG00000032089
epstein.barr.virus.infection,Il10rb,ENSMUSG00000022969
epstein.barr.virus.infection,Irak1,ENSMUSG00000031392
epstein.barr.virus.infection,Itgal,ENSMUSG00000030830
epstein.barr.virus.infection,Jak1,ENSMUSG00000028530
epstein.barr.virus.infection,Jak3,ENSMUSG00000031805
epstein.barr.virus.infection,Jun,ENSMUSG00000052684
epstein.barr.virus.infection,Lyn,ENSMUSG00000042228
epstein.barr.virus.infection,Mdm2,ENSMUSG00000020184
epstein.barr.virus.infection,Psmd7,ENSMUSG00000039067
epstein.barr.virus.infection,Myc,ENSMUSG00000022346
epstein.barr.virus.infection,Nedd4,ENSMUSG00000032216
epstein.barr.virus.infection,Nfkb1,ENSMUSG00000028163
epstein.barr.virus.infection,Nfkb2,ENSMUSG00000025225
epstein.barr.virus.infection,Nfkbia,ENSMUSG00000021025
epstein.barr.virus.infection,Nfkbib,ENSMUSG00000030595
epstein.barr.virus.infection,Nfkbie,ENSMUSG00000023947
epstein.barr.virus.infection,Pik3ca,ENSMUSG00000027665
epstein.barr.virus.infection,Pik3cd,ENSMUSG00000039936
epstein.barr.virus.infection,Pik3r1,ENSMUSG00000041417
epstein.barr.virus.infection,Pik3r2,ENSMUSG00000031834
epstein.barr.virus.infection,Pik3r3,ENSMUSG00000028698
epstein.barr.virus.infection,Prkaca,ENSMUSG00000005469
epstein.barr.virus.infection,Prkacb,ENSMUSG00000005034
epstein.barr.virus.infection,Plcg1,ENSMUSG00000016933
epstein.barr.virus.infection,Mapk11,ENSMUSG00000053137
epstein.barr.virus.infection,Eif2ak2,ENSMUSG00000024079
epstein.barr.virus.infection,Psmc1,ENSMUSG00000021178
epstein.barr.virus.infection,Psmc2,ENSMUSG00000028932
epstein.barr.virus.infection,Psmc3,ENSMUSG00000002102
epstein.barr.virus.infection,Psmc5,ENSMUSG00000020708
epstein.barr.virus.infection,Psmd4,ENSMUSG00000005625
epstein.barr.virus.infection,Ptma,ENSMUSG00000026238
epstein.barr.virus.infection,Hspa1a,ENSMUSG00000091971
epstein.barr.virus.infection,Ran,ENSMUSG00000029430
epstein.barr.virus.infection,Rasl2-9,ENSMUSG00000083649
epstein.barr.virus.infection,Rb1,ENSMUSG00000022105
epstein.barr.virus.infection,Rbpj,ENSMUSG00000039191
epstein.barr.virus.infection,Rbpjl,ENSMUSG00000017007
epstein.barr.virus.infection,Rela,ENSMUSG00000024927
epstein.barr.virus.infection,Relb,ENSMUSG00000002983
epstein.barr.virus.infection,Ripk1,ENSMUSG00000021408
epstein.barr.virus.infection,Polr1c,ENSMUSG00000067148
epstein.barr.virus.infection,Polr1d,ENSMUSG00000029642
epstein.barr.virus.infection,Polr2a,ENSMUSG00000005198
epstein.barr.virus.infection,Polr2c,ENSMUSG00000031783
epstein.barr.virus.infection,Polr2j,ENSMUSG00000039771
epstein.barr.virus.infection,Ncor2,ENSMUSG00000029478
epstein.barr.virus.infection,Spn,ENSMUSG00000051457
epstein.barr.virus.infection,Stat3,ENSMUSG00000004040
epstein.barr.virus.infection,Hdac4,ENSMUSG00000026313
epstein.barr.virus.infection,Syk,ENSMUSG00000021457
epstein.barr.virus.infection,Tbp,ENSMUSG00000014767
epstein.barr.virus.infection,Entpd3,ENSMUSG00000041608
epstein.barr.virus.infection,Psmd2,ENSMUSG00000006998
epstein.barr.virus.infection,Polr3a,ENSMUSG00000025280
epstein.barr.virus.infection,Tnfaip3,ENSMUSG00000019850
epstein.barr.virus.infection,Cd40,ENSMUSG00000017652
epstein.barr.virus.infection,Traf1,ENSMUSG00000026875
epstein.barr.virus.infection,Traf2,ENSMUSG00000026942
epstein.barr.virus.infection,Traf3,ENSMUSG00000021277
epstein.barr.virus.infection,Traf5,ENSMUSG00000026637
epstein.barr.virus.infection,Traf6,ENSMUSG00000027164
epstein.barr.virus.infection,Trp53,ENSMUSG00000059552
epstein.barr.virus.infection,Psmd3,ENSMUSG00000017221
epstein.barr.virus.infection,Vim,ENSMUSG00000026728
epstein.barr.virus.infection,H2-M10.4,ENSMUSG00000048231
epstein.barr.virus.infection,H2-M11,ENSMUSG00000037537
epstein.barr.virus.infection,H2-M1,ENSMUSG00000037334
epstein.barr.virus.infection,H2-M10.5,ENSMUSG00000037246
epstein.barr.virus.infection,Ywhae,ENSMUSG00000020849
epstein.barr.virus.infection,Ywhag,ENSMUSG00000051391
epstein.barr.virus.infection,Ywhah,ENSMUSG00000018965
epstein.barr.virus.infection,Ywhaq,ENSMUSG00000076432
epstein.barr.virus.infection,Ywhaz,ENSMUSG00000022285
epstein.barr.virus.infection,Nup214,ENSMUSG00000001855
epstein.barr.virus.infection,Gtf2b,ENSMUSG00000028271
epstein.barr.virus.infection,Polr2b,ENSMUSG00000029250
epstein.barr.virus.infection,Plcg2,ENSMUSG00000034330
epstein.barr.virus.infection,Tbpl1,ENSMUSG00000071359
epstein.barr.virus.infection,Akt3,ENSMUSG00000019699
epstein.barr.virus.infection,Psmc4,ENSMUSG00000030603
epstein.barr.virus.infection,H2-M5,ENSMUSG00000024459
epstein.barr.virus.infection,Polr2h,ENSMUSG00000021018
epstein.barr.virus.infection,Usp7,ENSMUSG00000022710
epstein.barr.virus.infection,Map2k3,ENSMUSG00000018932
epstein.barr.virus.infection,Map2k4,ENSMUSG00000033352
epstein.barr.virus.infection,Map2k6,ENSMUSG00000020623
epstein.barr.virus.infection,Map2k7,ENSMUSG00000002948
epstein.barr.virus.infection,Map3k7,ENSMUSG00000028284
epstein.barr.virus.infection,Mapk10,ENSMUSG00000046709
epstein.barr.virus.infection,Mapk13,ENSMUSG00000004864
epstein.barr.virus.infection,Mapk14,ENSMUSG00000053436
epstein.barr.virus.infection,Mapk8,ENSMUSG00000021936
epstein.barr.virus.infection,Mapk9,ENSMUSG00000020366
epstein.barr.virus.infection,Polr3e,ENSMUSG00000030880
epstein.barr.virus.infection,Eif2ak4,ENSMUSG00000005102
epstein.barr.virus.infection,Skp2,ENSMUSG00000054115
epstein.barr.virus.infection,Mapk12,ENSMUSG00000022610
epstein.barr.virus.infection,Pik3cg,ENSMUSG00000020573
epstein.barr.virus.infection,Pik3r5,ENSMUSG00000020901
epstein.barr.virus.infection,Ep300,ENSMUSG00000055024
epstein.barr.virus.infection,H2-M10.2,ENSMUSG00000023083
epstein.barr.virus.infection,H2-M10.6,ENSMUSG00000037130
epstein.barr.virus.infection,Hdac1,ENSMUSG00000028800
epstein.barr.virus.infection,Map3k14,ENSMUSG00000020941
epstein.barr.virus.infection,Irf3,ENSMUSG00000003184
epstein.barr.virus.infection,Akap8l,ENSMUSG00000002625
epstein.barr.virus.infection,Ywhab,ENSMUSG00000018326
epstein.barr.virus.infection,Tyk2,ENSMUSG00000032175
epstein.barr.virus.infection,Snd1,ENSMUSG00000001424
epstein.barr.virus.infection,Tbk1,ENSMUSG00000020115
epstein.barr.virus.infection,Gsk3b,ENSMUSG00000022812
epstein.barr.virus.infection,Psmd8,ENSMUSG00000030591
epstein.barr.virus.infection,Psmd14,ENSMUSG00000026914
epstein.barr.virus.infection,H2-T9,ENSMUSG00000092243
epstein.barr.virus.infection,Snw1,ENSMUSG00000021039
epstein.barr.virus.infection,Psmd6,ENSMUSG00000021737
epstein.barr.virus.infection,Polr2e,ENSMUSG00000004667
epstein.barr.virus.infection,Polr2l,ENSMUSG00000038489
epstein.barr.virus.infection,Tab1,ENSMUSG00000022414
epstein.barr.virus.infection,RP23-108F2.16,ENSMUSG00000073403
epstein.barr.virus.infection,Psmd12,ENSMUSG00000020720
epstein.barr.virus.infection,Polr3k,ENSMUSG00000038628
epstein.barr.virus.infection,Polr3d,ENSMUSG00000000776
epstein.barr.virus.infection,Psmc6,ENSMUSG00000021832
epstein.barr.virus.infection,Polr3g,ENSMUSG00000035834
epstein.barr.virus.infection,Polr2g,ENSMUSG00000071662
epstein.barr.virus.infection,Gtf2e2,ENSMUSG00000031585
epstein.barr.virus.infection,Tab2,ENSMUSG00000015755
epstein.barr.virus.infection,Psmd11,ENSMUSG00000017428
epstein.barr.virus.infection,Polr2d,ENSMUSG00000024258
epstein.barr.virus.infection,Hspb2,ENSMUSG00000038086
epstein.barr.virus.infection,Polr2f,ENSMUSG00000033020
