Pathway,Gene,EnsemblID
insulin.secretion,Gck,ENSMUSG00000041798
insulin.secretion,Adcy4,ENSMUSG00000022220
insulin.secretion,Adcy3,ENSMUSG00000020654
insulin.secretion,Camk2d,ENSMUSG00000053819
insulin.secretion,Adcy6,ENSMUSG00000022994
insulin.secretion,Adcy7,ENSMUSG00000031659
insulin.secretion,Adcy8,ENSMUSG00000022376
insulin.secretion,Adcyap1,ENSMUSG00000024256
insulin.secretion,Adcyap1r1,ENSMUSG00000029778
insulin.secretion,Atf2,ENSMUSG00000027104
insulin.secretion,Atf4,ENSMUSG00000042406
insulin.secretion,Atp1a1,ENSMUSG00000033161
insulin.secretion,Atp1b1,ENSMUSG00000026576
insulin.secretion,Atp1b2,ENSMUSG00000041329
insulin.secretion,Atp1b3,ENSMUSG00000032412
insulin.secretion,Fxyd2,ENSMUSG00000059412
insulin.secretion,Cacna1c,ENSMUSG00000051331
insulin.secretion,Cacna1d,ENSMUSG00000015968
insulin.secretion,Cacna1s,ENSMUSG00000026407
insulin.secretion,Camk2a,ENSMUSG00000024617
insulin.secretion,Camk2b,ENSMUSG00000057897
insulin.secretion,Camk2g,ENSMUSG00000021820
insulin.secretion,Cckar,ENSMUSG00000029193
insulin.secretion,Chrm3,ENSMUSG00000046159
insulin.secretion,Creb1,ENSMUSG00000025958
insulin.secretion,Creb3,ENSMUSG00000028466
insulin.secretion,Atf6b,ENSMUSG00000015461
insulin.secretion,Kcnn2,ENSMUSG00000054477
insulin.secretion,Gcg,ENSMUSG00000000394
insulin.secretion,Gip,ENSMUSG00000014351
insulin.secretion,Glp1r,ENSMUSG00000024027
insulin.secretion,Gna11,ENSMUSG00000034781
insulin.secretion,Gnaq,ENSMUSG00000024639
insulin.secretion,Gnas,ENSMUSG00000027523
insulin.secretion,Ins1,ENSMUSG00000035804
insulin.secretion,Ins2,ENSMUSG00000000215
insulin.secretion,Itpr3,ENSMUSG00000042644
insulin.secretion,Kcnma1,ENSMUSG00000063142
insulin.secretion,Kcnu1,ENSMUSG00000031576
insulin.secretion,Kcnmb1,ENSMUSG00000020155
insulin.secretion,Kcnn4,ENSMUSG00000054342
insulin.secretion,Prkaca,ENSMUSG00000005469
insulin.secretion,Prkacb,ENSMUSG00000005034
insulin.secretion,Prkca,ENSMUSG00000050965
insulin.secretion,Prkcb,ENSMUSG00000052889
insulin.secretion,Prkcg,ENSMUSG00000078816
insulin.secretion,Plcb1,ENSMUSG00000051177
insulin.secretion,Plcb2,ENSMUSG00000040061
insulin.secretion,Plcb3,ENSMUSG00000024960
insulin.secretion,Plcb4,ENSMUSG00000039943
insulin.secretion,Rab3a,ENSMUSG00000031840
insulin.secretion,Ryr2,ENSMUSG00000021313
insulin.secretion,Snap25,ENSMUSG00000027273
insulin.secretion,Creb3l3,ENSMUSG00000035041
insulin.secretion,Stx1a,ENSMUSG00000007207
insulin.secretion,Abcc8,ENSMUSG00000040136
insulin.secretion,Adcy2,ENSMUSG00000021536
insulin.secretion,Vamp2,ENSMUSG00000020894
insulin.secretion,Creb5,ENSMUSG00000053007
insulin.secretion,Atp1a3,ENSMUSG00000040907
insulin.secretion,Gpr119,ENSMUSG00000051209
insulin.secretion,Creb3l1,ENSMUSG00000027230
insulin.secretion,Pclo,ENSMUSG00000061601
insulin.secretion,Atp1a4,ENSMUSG00000007107
insulin.secretion,Adcy1,ENSMUSG00000020431
insulin.secretion,Cacna1f,ENSMUSG00000031142
insulin.secretion,Rapgef4,ENSMUSG00000049044
insulin.secretion,Atp1b4,ENSMUSG00000016327
insulin.secretion,Trpm4,ENSMUSG00000038260
insulin.secretion,Kcnmb2,ENSMUSG00000037610
insulin.secretion,Creb3l4,ENSMUSG00000027938
insulin.secretion,Kcnn1,ENSMUSG00000002908
insulin.secretion,Atp1a2,ENSMUSG00000007097
