Pathway,Gene,EnsemblID
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chpf2,ENSMUSG00000038181
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,B3galt6,ENSMUSG00000050796
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Dse,ENSMUSG00000039497
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Xylt2,ENSMUSG00000020868
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,B4galt7,ENSMUSG00000021504
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Csgalnact1,ENSMUSG00000036356
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chsy1,ENSMUSG00000032640
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Ust,ENSMUSG00000047712
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chst3,ENSMUSG00000057337
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chst11,ENSMUSG00000034612
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chst7,ENSMUSG00000037347
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chst13,ENSMUSG00000056643
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chst14,ENSMUSG00000074916
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,B3gat3,ENSMUSG00000071649
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chpf,ENSMUSG00000032997
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Chst15,ENSMUSG00000030930
glycosaminoglycan.biosynthesis.chondroitin.sulfate.dermatan.sulfate,Csgalnact2,ENSMUSG00000042042
