Pathway,Gene,EnsemblID
abc.transporters,Abca1,ENSMUSG00000015243
abc.transporters,Abca4,ENSMUSG00000028125
abc.transporters,Abca2,ENSMUSG00000026944
abc.transporters,Abcb7,ENSMUSG00000031333
abc.transporters,Abcd1,ENSMUSG00000031378
abc.transporters,Cftr,ENSMUSG00000041301
abc.transporters,Abcc2,ENSMUSG00000025194
abc.transporters,Abcc1,ENSMUSG00000023088
abc.transporters,Abcb1b,ENSMUSG00000028970
abc.transporters,Abcb4,ENSMUSG00000042476
abc.transporters,Abcb1a,ENSMUSG00000040584
abc.transporters,Abcg4,ENSMUSG00000032131
abc.transporters,Abcd3,ENSMUSG00000028127
abc.transporters,Abcd4,ENSMUSG00000021240
abc.transporters,Abcc8,ENSMUSG00000040136
abc.transporters,Abcc9,ENSMUSG00000030249
abc.transporters,Tap1,ENSMUSG00000037321
abc.transporters,Abca8a,ENSMUSG00000041828
abc.transporters,Abca9,ENSMUSG00000041797
abc.transporters,Abca5,ENSMUSG00000018800
abc.transporters,Abcc10,ENSMUSG00000032842
abc.transporters,Abcc4,ENSMUSG00000032849
abc.transporters,Abcc12,ENSMUSG00000036872
abc.transporters,Abcg2,ENSMUSG00000029802
abc.transporters,Abca13,ENSMUSG00000004668
abc.transporters,Abcd2,ENSMUSG00000055782
abc.transporters,Abca7,ENSMUSG00000035722
abc.transporters,Abca8b,ENSMUSG00000020620
abc.transporters,Abcg3,ENSMUSG00000029299
abc.transporters,Abcg5,ENSMUSG00000040505
abc.transporters,Abca3,ENSMUSG00000024130
abc.transporters,Abcb11,ENSMUSG00000027048
abc.transporters,Abcc5,ENSMUSG00000022822
abc.transporters,Abcc6,ENSMUSG00000030834
abc.transporters,Abca17,ENSMUSG00000035435
abc.transporters,Abcb10,ENSMUSG00000031974
abc.transporters,Abcb9,ENSMUSG00000029408
abc.transporters,Abcg8,ENSMUSG00000024254
abc.transporters,Abcb6,ENSMUSG00000026198
abc.transporters,Abca12,ENSMUSG00000050296
abc.transporters,Abcb8,ENSMUSG00000028973
abc.transporters,Abca6,ENSMUSG00000044749
abc.transporters,Abcc3,ENSMUSG00000020865
abc.transporters,Abcb5,ENSMUSG00000072791
