Pathway,Gene,EnsemblID
synaptic.vesicle.cycle,Dnm3,ENSMUSG00000040265
synaptic.vesicle.cycle,Napa,ENSMUSG00000006024
synaptic.vesicle.cycle,Atp6v1h,ENSMUSG00000033793
synaptic.vesicle.cycle,Slc18a1,ENSMUSG00000036330
synaptic.vesicle.cycle,Atp6v1b1,ENSMUSG00000006269
synaptic.vesicle.cycle,Atp6v0b,ENSMUSG00000033379
synaptic.vesicle.cycle,Ap2a1,ENSMUSG00000060279
synaptic.vesicle.cycle,Ap2a2,ENSMUSG00000002957
synaptic.vesicle.cycle,Ap2m1,ENSMUSG00000022841
synaptic.vesicle.cycle,Atp6v1a,ENSMUSG00000052459
synaptic.vesicle.cycle,Atp6v1b2,ENSMUSG00000006273
synaptic.vesicle.cycle,Atp6v0d1,ENSMUSG00000013160
synaptic.vesicle.cycle,Atp6v1e1,ENSMUSG00000019210
synaptic.vesicle.cycle,Atp6v0e,ENSMUSG00000015575
synaptic.vesicle.cycle,Atp6v0a1,ENSMUSG00000019302
synaptic.vesicle.cycle,Atp6v0c,ENSMUSG00000024121
synaptic.vesicle.cycle,Cacna1a,ENSMUSG00000034656
synaptic.vesicle.cycle,Cacna1b,ENSMUSG00000004113
synaptic.vesicle.cycle,Clta,ENSMUSG00000028478
synaptic.vesicle.cycle,Cplx1,ENSMUSG00000033615
synaptic.vesicle.cycle,Cplx2,ENSMUSG00000025867
synaptic.vesicle.cycle,Dnm1,ENSMUSG00000026825
synaptic.vesicle.cycle,Dnm2,ENSMUSG00000033335
synaptic.vesicle.cycle,Stx2,ENSMUSG00000029428
synaptic.vesicle.cycle,Atp6v0a4,ENSMUSG00000038600
synaptic.vesicle.cycle,Slc17a6,ENSMUSG00000030500
synaptic.vesicle.cycle,Nsf,ENSMUSG00000034187
synaptic.vesicle.cycle,Rab3a,ENSMUSG00000031840
synaptic.vesicle.cycle,Slc18a3,ENSMUSG00000100241
synaptic.vesicle.cycle,Snap25,ENSMUSG00000027273
synaptic.vesicle.cycle,Unc13c,ENSMUSG00000062151
synaptic.vesicle.cycle,Stx1a,ENSMUSG00000007207
synaptic.vesicle.cycle,Stx3,ENSMUSG00000041488
synaptic.vesicle.cycle,Stxbp1,ENSMUSG00000026797
synaptic.vesicle.cycle,Syt1,ENSMUSG00000035864
synaptic.vesicle.cycle,Slc18a2,ENSMUSG00000025094
synaptic.vesicle.cycle,Slc17a8,ENSMUSG00000019935
synaptic.vesicle.cycle,Atp6v0a2,ENSMUSG00000038023
synaptic.vesicle.cycle,Unc13b,ENSMUSG00000028456
synaptic.vesicle.cycle,Vamp2,ENSMUSG00000020894
synaptic.vesicle.cycle,Slc32a1,ENSMUSG00000037771
synaptic.vesicle.cycle,Cplx4,ENSMUSG00000024519
synaptic.vesicle.cycle,Ap2s1,ENSMUSG00000008036
synaptic.vesicle.cycle,Cplx3,ENSMUSG00000039714
synaptic.vesicle.cycle,Atp6v0d2,ENSMUSG00000028238
synaptic.vesicle.cycle,Tcirg1,ENSMUSG00000001750
synaptic.vesicle.cycle,Atp6v1g3,ENSMUSG00000026394
synaptic.vesicle.cycle,Stx1b,ENSMUSG00000030806
synaptic.vesicle.cycle,Atp6v1f,ENSMUSG00000004285
synaptic.vesicle.cycle,Atp6v1g2,ENSMUSG00000024403
synaptic.vesicle.cycle,Atp6v1g1,ENSMUSG00000039105
synaptic.vesicle.cycle,Atp6v1c1,ENSMUSG00000022295
synaptic.vesicle.cycle,Cltc,ENSMUSG00000047126
synaptic.vesicle.cycle,Atp6v1c2,ENSMUSG00000020566
synaptic.vesicle.cycle,Ap2b1,ENSMUSG00000035152
synaptic.vesicle.cycle,Slc17a7,ENSMUSG00000070570
synaptic.vesicle.cycle,Atp6v1d,ENSMUSG00000021114
synaptic.vesicle.cycle,Cltb,ENSMUSG00000047547
synaptic.vesicle.cycle,Atp6v1e2,ENSMUSG00000053375
synaptic.vesicle.cycle,Atp6v0e2,ENSMUSG00000039347
