Pathway,Gene,EnsemblID
non.alcoholic.fatty.liver.disease.nafld,Ddit3,ENSMUSG00000025408
non.alcoholic.fatty.liver.disease.nafld,Eif2s1,ENSMUSG00000021116
non.alcoholic.fatty.liver.disease.nafld,Eif2ak3,ENSMUSG00000031668
non.alcoholic.fatty.liver.disease.nafld,Fas,ENSMUSG00000024778
non.alcoholic.fatty.liver.disease.nafld,Fasl,ENSMUSG00000000817
non.alcoholic.fatty.liver.disease.nafld,Ikbkb,ENSMUSG00000031537
non.alcoholic.fatty.liver.disease.nafld,Il1a,ENSMUSG00000027399
non.alcoholic.fatty.liver.disease.nafld,Il1b,ENSMUSG00000027398
non.alcoholic.fatty.liver.disease.nafld,Il6,ENSMUSG00000025746
non.alcoholic.fatty.liver.disease.nafld,Il6ra,ENSMUSG00000027947
non.alcoholic.fatty.liver.disease.nafld,Ins1,ENSMUSG00000035804
non.alcoholic.fatty.liver.disease.nafld,Ins2,ENSMUSG00000000215
non.alcoholic.fatty.liver.disease.nafld,Insr,ENSMUSG00000005534
non.alcoholic.fatty.liver.disease.nafld,Irs1,ENSMUSG00000055980
non.alcoholic.fatty.liver.disease.nafld,Itch,ENSMUSG00000027598
non.alcoholic.fatty.liver.disease.nafld,Jun,ENSMUSG00000052684
non.alcoholic.fatty.liver.disease.nafld,Lep,ENSMUSG00000059201
non.alcoholic.fatty.liver.disease.nafld,Lepr,ENSMUSG00000057722
non.alcoholic.fatty.liver.disease.nafld,Ndufa2,ENSMUSG00000014294
non.alcoholic.fatty.liver.disease.nafld,Ndufa4,ENSMUSG00000029632
non.alcoholic.fatty.liver.disease.nafld,Ndufs4,ENSMUSG00000021764
non.alcoholic.fatty.liver.disease.nafld,Ndufv1,ENSMUSG00000037916
non.alcoholic.fatty.liver.disease.nafld,Nfkb1,ENSMUSG00000028163
non.alcoholic.fatty.liver.disease.nafld,Pik3ca,ENSMUSG00000027665
non.alcoholic.fatty.liver.disease.nafld,Pik3cd,ENSMUSG00000039936
non.alcoholic.fatty.liver.disease.nafld,Pik3r1,ENSMUSG00000041417
non.alcoholic.fatty.liver.disease.nafld,Pik3r2,ENSMUSG00000031834
non.alcoholic.fatty.liver.disease.nafld,Pik3r3,ENSMUSG00000028698
non.alcoholic.fatty.liver.disease.nafld,Pklr,ENSMUSG00000041237
non.alcoholic.fatty.liver.disease.nafld,Prkab1,ENSMUSG00000029513
non.alcoholic.fatty.liver.disease.nafld,Prkag1,ENSMUSG00000067713
non.alcoholic.fatty.liver.disease.nafld,Rac1,ENSMUSG00000001847
non.alcoholic.fatty.liver.disease.nafld,Rela,ENSMUSG00000024927
non.alcoholic.fatty.liver.disease.nafld,Rxra,ENSMUSG00000015846
non.alcoholic.fatty.liver.disease.nafld,Cox7a2l,ENSMUSG00000024248
non.alcoholic.fatty.liver.disease.nafld,Srebf1,ENSMUSG00000020538
non.alcoholic.fatty.liver.disease.nafld,Mlxip,ENSMUSG00000038342
non.alcoholic.fatty.liver.disease.nafld,Mlx,ENSMUSG00000017801
non.alcoholic.fatty.liver.disease.nafld,Tgfb1,ENSMUSG00000002603
non.alcoholic.fatty.liver.disease.nafld,Tnf,ENSMUSG00000024401
non.alcoholic.fatty.liver.disease.nafld,Tnfrsf1a,ENSMUSG00000030341
non.alcoholic.fatty.liver.disease.nafld,Traf2,ENSMUSG00000026942
non.alcoholic.fatty.liver.disease.nafld,Nr1h3,ENSMUSG00000002108
non.alcoholic.fatty.liver.disease.nafld,Uqcrq,ENSMUSG00000044894
non.alcoholic.fatty.liver.disease.nafld,Uqcrc1,ENSMUSG00000025651
non.alcoholic.fatty.liver.disease.nafld,Xbp1,ENSMUSG00000020484
non.alcoholic.fatty.liver.disease.nafld,Ndufs8,ENSMUSG00000059734
non.alcoholic.fatty.liver.disease.nafld,Ndufs2,ENSMUSG00000013593
non.alcoholic.fatty.liver.disease.nafld,Ndufs1,ENSMUSG00000025968
non.alcoholic.fatty.liver.disease.nafld,Ndufb6,ENSMUSG00000071014
non.alcoholic.fatty.liver.disease.nafld,Akt3,ENSMUSG00000019699
non.alcoholic.fatty.liver.disease.nafld,Prkag3,ENSMUSG00000006542
non.alcoholic.fatty.liver.disease.nafld,Map3k11,ENSMUSG00000004054
non.alcoholic.fatty.liver.disease.nafld,Map3k5,ENSMUSG00000071369
non.alcoholic.fatty.liver.disease.nafld,Mapk10,ENSMUSG00000046709
non.alcoholic.fatty.liver.disease.nafld,Mapk8,ENSMUSG00000021936
non.alcoholic.fatty.liver.disease.nafld,Mapk9,ENSMUSG00000020366
non.alcoholic.fatty.liver.disease.nafld,Pik3cg,ENSMUSG00000020573
non.alcoholic.fatty.liver.disease.nafld,Pik3r5,ENSMUSG00000020901
non.alcoholic.fatty.liver.disease.nafld,Cox6b2,ENSMUSG00000051811
non.alcoholic.fatty.liver.disease.nafld,Ndufs6,ENSMUSG00000021606
non.alcoholic.fatty.liver.disease.nafld,Ndufa4l2,ENSMUSG00000040280
non.alcoholic.fatty.liver.disease.nafld,Ndufa1,ENSMUSG00000016427
non.alcoholic.fatty.liver.disease.nafld,Gsk3b,ENSMUSG00000022812
non.alcoholic.fatty.liver.disease.nafld,Mlxipl,ENSMUSG00000005373
non.alcoholic.fatty.liver.disease.nafld,Ndufs5,ENSMUSG00000028648
non.alcoholic.fatty.liver.disease.nafld,Gsk3a,ENSMUSG00000057177
non.alcoholic.fatty.liver.disease.nafld,Ndufb5,ENSMUSG00000027673
non.alcoholic.fatty.liver.disease.nafld,Ndufa9,ENSMUSG00000000399
non.alcoholic.fatty.liver.disease.nafld,Cox7b,ENSMUSG00000031231
non.alcoholic.fatty.liver.disease.nafld,Uqcr10,ENSMUSG00000059534
non.alcoholic.fatty.liver.disease.nafld,Ndufb9,ENSMUSG00000022354
non.alcoholic.fatty.liver.disease.nafld,Ndufa12,ENSMUSG00000020022
non.alcoholic.fatty.liver.disease.nafld,Ndufa7,ENSMUSG00000041881
non.alcoholic.fatty.liver.disease.nafld,Cyc1,ENSMUSG00000022551
non.alcoholic.fatty.liver.disease.nafld,Uqcrh,ENSMUSG00000063882
non.alcoholic.fatty.liver.disease.nafld,Uqcr11,ENSMUSG00000020163
non.alcoholic.fatty.liver.disease.nafld,Uqcrfs1,ENSMUSG00000038462
non.alcoholic.fatty.liver.disease.nafld,Ndufb7,ENSMUSG00000033938
non.alcoholic.fatty.liver.disease.nafld,Sdhd,ENSMUSG00000000171
non.alcoholic.fatty.liver.disease.nafld,Sdha,ENSMUSG00000021577
non.alcoholic.fatty.liver.disease.nafld,Uqcrc2,ENSMUSG00000030884
non.alcoholic.fatty.liver.disease.nafld,Ndufa6,ENSMUSG00000022450
non.alcoholic.fatty.liver.disease.nafld,Ndufa13,ENSMUSG00000036199
non.alcoholic.fatty.liver.disease.nafld,Ndufb8,ENSMUSG00000025204
non.alcoholic.fatty.liver.disease.nafld,Uqcrb,ENSMUSG00000021520
non.alcoholic.fatty.liver.disease.nafld,Sdhb,ENSMUSG00000009863
non.alcoholic.fatty.liver.disease.nafld,Ndufc2,ENSMUSG00000030647
non.alcoholic.fatty.liver.disease.nafld,Ndufb2,ENSMUSG00000002416
non.alcoholic.fatty.liver.disease.nafld,Ndufb10,ENSMUSG00000040048
non.alcoholic.fatty.liver.disease.nafld,Ndufs3,ENSMUSG00000005510
non.alcoholic.fatty.liver.disease.nafld,Ndufa8,ENSMUSG00000026895
non.alcoholic.fatty.liver.disease.nafld,Adipor2,ENSMUSG00000030168
non.alcoholic.fatty.liver.disease.nafld,Ndufa11,ENSMUSG00000002379
non.alcoholic.fatty.liver.disease.nafld,Ndufv2,ENSMUSG00000024099
non.alcoholic.fatty.liver.disease.nafld,Ndufs7,ENSMUSG00000020153
non.alcoholic.fatty.liver.disease.nafld,Cox8c,ENSMUSG00000043319
non.alcoholic.fatty.liver.disease.nafld,Cox7b2,ENSMUSG00000049387
non.alcoholic.fatty.liver.disease.nafld,Ndufv3,ENSMUSG00000024038
non.alcoholic.fatty.liver.disease.nafld,Cox4i2,ENSMUSG00000009876
