Pathway,Gene,EnsemblID
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,B3galt6,ENSMUSG00000050796
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Ext2,ENSMUSG00000027198
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs3st1,ENSMUSG00000051022
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs3st3a1,ENSMUSG00000047759
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Ndst1,ENSMUSG00000054008
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Ndst2,ENSMUSG00000039308
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs3st2,ENSMUSG00000046321
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Xylt2,ENSMUSG00000020868
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,B4galt7,ENSMUSG00000021504
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs3st5,ENSMUSG00000044499
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs6st1,ENSMUSG00000045216
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs6st2,ENSMUSG00000062184
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Extl3,ENSMUSG00000021978
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Hs3st3b1,ENSMUSG00000070407
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Extl1,ENSMUSG00000028838
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Extl2,ENSMUSG00000027963
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,B3gat3,ENSMUSG00000071649
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Ndst3,ENSMUSG00000027977
glycosaminoglycan.biosynthesis.heparan.sulfate.heparin,Glce,ENSMUSG00000032252
