Pathway,Gene,EnsemblID
choline.metabolism.in.cancer,Dgkd,ENSMUSG00000070738
choline.metabolism.in.cancer,Pla2g4c,ENSMUSG00000033847
choline.metabolism.in.cancer,Pcyt1b,ENSMUSG00000035246
choline.metabolism.in.cancer,Akt3,ENSMUSG00000019699
choline.metabolism.in.cancer,Slc44a5,ENSMUSG00000028360
choline.metabolism.in.cancer,Wasf2,ENSMUSG00000028868
choline.metabolism.in.cancer,Map2k1,ENSMUSG00000004936
choline.metabolism.in.cancer,Map2k2,ENSMUSG00000035027
choline.metabolism.in.cancer,Mapk1,ENSMUSG00000063358
choline.metabolism.in.cancer,Mapk10,ENSMUSG00000046709
choline.metabolism.in.cancer,Mapk3,ENSMUSG00000063065
choline.metabolism.in.cancer,Mapk8,ENSMUSG00000021936
choline.metabolism.in.cancer,Mapk9,ENSMUSG00000020366
choline.metabolism.in.cancer,Pla2g4f,ENSMUSG00000046971
choline.metabolism.in.cancer,Slc22a4,ENSMUSG00000020334
choline.metabolism.in.cancer,Pik3cg,ENSMUSG00000020573
choline.metabolism.in.cancer,Dgki,ENSMUSG00000038665
choline.metabolism.in.cancer,Pik3r5,ENSMUSG00000020901
choline.metabolism.in.cancer,Pla2g4e,ENSMUSG00000050211
choline.metabolism.in.cancer,Dgkk,ENSMUSG00000062393
choline.metabolism.in.cancer,Dgkh,ENSMUSG00000034731
choline.metabolism.in.cancer,Plpp2,ENSMUSG00000052151
choline.metabolism.in.cancer,Pdgfc,ENSMUSG00000028019
choline.metabolism.in.cancer,Dgke,ENSMUSG00000000276
choline.metabolism.in.cancer,Slc22a21,ENSMUSG00000063652
choline.metabolism.in.cancer,Mtor,ENSMUSG00000028991
choline.metabolism.in.cancer,Rps6kb2,ENSMUSG00000024830
choline.metabolism.in.cancer,Slc5a7,ENSMUSG00000023945
choline.metabolism.in.cancer,Tsc1,ENSMUSG00000026812
choline.metabolism.in.cancer,Plpp3,ENSMUSG00000028517
choline.metabolism.in.cancer,Slc44a2,ENSMUSG00000057193
choline.metabolism.in.cancer,Slc44a4,ENSMUSG00000007034
choline.metabolism.in.cancer,Pdgfd,ENSMUSG00000032006
choline.metabolism.in.cancer,Rps6kb1,ENSMUSG00000020516
choline.metabolism.in.cancer,Wasl,ENSMUSG00000029684
choline.metabolism.in.cancer,Gpcpd1,ENSMUSG00000027346
choline.metabolism.in.cancer,Pla2g4d,ENSMUSG00000070719
choline.metabolism.in.cancer,Wasf1,ENSMUSG00000019831
