Pathway,Gene,EnsemblID
fructose.and.mannose.metabolism,Mpi,ENSMUSG00000032306
fructose.and.mannose.metabolism,Aldoa,ENSMUSG00000030695
fructose.and.mannose.metabolism,Aldoc,ENSMUSG00000017390
fructose.and.mannose.metabolism,Akr1b3,ENSMUSG00000001642
fructose.and.mannose.metabolism,Akr1b7,ENSMUSG00000052131
fructose.and.mannose.metabolism,Fbp2,ENSMUSG00000021456
fructose.and.mannose.metabolism,Fbp1,ENSMUSG00000069805
fructose.and.mannose.metabolism,Akr1b8,ENSMUSG00000029762
fructose.and.mannose.metabolism,Hk1,ENSMUSG00000037012
fructose.and.mannose.metabolism,Hk2,ENSMUSG00000000628
fructose.and.mannose.metabolism,Khk,ENSMUSG00000029162
fructose.and.mannose.metabolism,Pfkfb3,ENSMUSG00000026773
fructose.and.mannose.metabolism,Pfkfb1,ENSMUSG00000025271
fructose.and.mannose.metabolism,Pfkfb2,ENSMUSG00000026409
fructose.and.mannose.metabolism,Pfkl,ENSMUSG00000020277
fructose.and.mannose.metabolism,Pfkm,ENSMUSG00000033065
fructose.and.mannose.metabolism,Sord,ENSMUSG00000027227
fructose.and.mannose.metabolism,Hk3,ENSMUSG00000025877
fructose.and.mannose.metabolism,Hkdc1,ENSMUSG00000020080
fructose.and.mannose.metabolism,Gmds,ENSMUSG00000038372
fructose.and.mannose.metabolism,Tpi1,ENSMUSG00000023456
fructose.and.mannose.metabolism,Tsta3,ENSMUSG00000022570
fructose.and.mannose.metabolism,Tkfc,ENSMUSG00000034371
fructose.and.mannose.metabolism,Aldob,ENSMUSG00000028307
fructose.and.mannose.metabolism,Fuk,ENSMUSG00000033703
fructose.and.mannose.metabolism,Pfkfb4,ENSMUSG00000025648
fructose.and.mannose.metabolism,Pmm1,ENSMUSG00000022474
fructose.and.mannose.metabolism,Tigar,ENSMUSG00000038028
fructose.and.mannose.metabolism,Gmppb,ENSMUSG00000070284
fructose.and.mannose.metabolism,Aldoart1,ENSMUSG00000059343
fructose.and.mannose.metabolism,Pmm2,ENSMUSG00000022711
fructose.and.mannose.metabolism,Pfkp,ENSMUSG00000021196
fructose.and.mannose.metabolism,Akr1b10,ENSMUSG00000061758
fructose.and.mannose.metabolism,Gmppa,ENSMUSG00000033021
fructose.and.mannose.metabolism,Fpgt,ENSMUSG00000053870
