Pathway,Gene,EnsemblID
mineral.absorption,Slc9a3,ENSMUSG00000036123
mineral.absorption,Atox1,ENSMUSG00000018585
mineral.absorption,Atp1a1,ENSMUSG00000033161
mineral.absorption,Atp1b1,ENSMUSG00000026576
mineral.absorption,Atp1b2,ENSMUSG00000041329
mineral.absorption,Atp1b3,ENSMUSG00000032412
mineral.absorption,Fxyd2,ENSMUSG00000059412
mineral.absorption,S100g,ENSMUSG00000040808
mineral.absorption,Clcn2,ENSMUSG00000022843
mineral.absorption,Slc26a3,ENSMUSG00000001225
mineral.absorption,Fth1,ENSMUSG00000024661
mineral.absorption,Ftl1,ENSMUSG00000050708
mineral.absorption,Heph,ENSMUSG00000031209
mineral.absorption,Hmox1,ENSMUSG00000005413
mineral.absorption,Hmox2,ENSMUSG00000004070
mineral.absorption,Slc26a6,ENSMUSG00000023259
mineral.absorption,Mt1,ENSMUSG00000031765
mineral.absorption,Mt2,ENSMUSG00000031762
mineral.absorption,Slc11a1,ENSMUSG00000026177
mineral.absorption,Slc11a2,ENSMUSG00000023030
mineral.absorption,Slc31a1,ENSMUSG00000066150
mineral.absorption,Slc34a2,ENSMUSG00000029188
mineral.absorption,Slc5a1,ENSMUSG00000011034
mineral.absorption,Trf,ENSMUSG00000032554
mineral.absorption,Vdr,ENSMUSG00000022479
mineral.absorption,Trpm6,ENSMUSG00000024727
mineral.absorption,Slc30a1,ENSMUSG00000037434
mineral.absorption,Atp1a3,ENSMUSG00000040907
mineral.absorption,Atp1a4,ENSMUSG00000007107
mineral.absorption,Slc26a9,ENSMUSG00000042268
mineral.absorption,Slc46a1,ENSMUSG00000020829
mineral.absorption,Slc40a1,ENSMUSG00000025993
mineral.absorption,Trpm7,ENSMUSG00000027365
mineral.absorption,Trpv6,ENSMUSG00000029868
mineral.absorption,Atp1b4,ENSMUSG00000016327
mineral.absorption,Atp2b1,ENSMUSG00000019943
mineral.absorption,Steap1,ENSMUSG00000015652
mineral.absorption,RP23-217J11.1,ENSMUSG00000033688
mineral.absorption,Slc39a4,ENSMUSG00000063354
mineral.absorption,Cybrd1,ENSMUSG00000027015
mineral.absorption,Steap2,ENSMUSG00000015653
mineral.absorption,Atp1a2,ENSMUSG00000007097
