Pathway,Gene,EnsemblID
pyrimidine.metabolism,Uck1,ENSMUSG00000002550
pyrimidine.metabolism,Umps,ENSMUSG00000022814
pyrimidine.metabolism,Upp1,ENSMUSG00000020407
pyrimidine.metabolism,Nt5c1a,ENSMUSG00000054958
pyrimidine.metabolism,Polr2b,ENSMUSG00000029250
pyrimidine.metabolism,Txnrd3,ENSMUSG00000000811
pyrimidine.metabolism,Nt5e,ENSMUSG00000032420
pyrimidine.metabolism,Polr2h,ENSMUSG00000021018
pyrimidine.metabolism,Txnrd2,ENSMUSG00000075704
pyrimidine.metabolism,Polr3e,ENSMUSG00000030880
pyrimidine.metabolism,Twistnb,ENSMUSG00000020561
pyrimidine.metabolism,Dctd,ENSMUSG00000031562
pyrimidine.metabolism,Rrm2b,ENSMUSG00000022292
pyrimidine.metabolism,Txnrd1,ENSMUSG00000020250
pyrimidine.metabolism,Nt5c,ENSMUSG00000020736
pyrimidine.metabolism,Ctps,ENSMUSG00000028633
pyrimidine.metabolism,Nme6,ENSMUSG00000032478
pyrimidine.metabolism,Ctps2,ENSMUSG00000031360
pyrimidine.metabolism,Nme4,ENSMUSG00000024177
pyrimidine.metabolism,Dhodh,ENSMUSG00000031730
pyrimidine.metabolism,Tk2,ENSMUSG00000035824
pyrimidine.metabolism,Polr1e,ENSMUSG00000028318
pyrimidine.metabolism,Dpys,ENSMUSG00000022304
pyrimidine.metabolism,Znrd1,ENSMUSG00000036315
pyrimidine.metabolism,Nudt2,ENSMUSG00000028443
pyrimidine.metabolism,Polr2e,ENSMUSG00000004667
pyrimidine.metabolism,Dctpp1,ENSMUSG00000042462
pyrimidine.metabolism,Polr2l,ENSMUSG00000038489
pyrimidine.metabolism,Pnp2,ENSMUSG00000068417
pyrimidine.metabolism,RP24-271P6.1,ENSMUSG00000021718
pyrimidine.metabolism,Pole4,ENSMUSG00000030042
pyrimidine.metabolism,Polr3k,ENSMUSG00000038628
pyrimidine.metabolism,Polr3d,ENSMUSG00000000776
pyrimidine.metabolism,Entpd4,ENSMUSG00000095463
pyrimidine.metabolism,Polr3g,ENSMUSG00000035834
pyrimidine.metabolism,Polr2g,ENSMUSG00000071662
pyrimidine.metabolism,Pold3,ENSMUSG00000030726
pyrimidine.metabolism,Nt5c3b,ENSMUSG00000017176
pyrimidine.metabolism,Uckl1,ENSMUSG00000089917
pyrimidine.metabolism,Polr2d,ENSMUSG00000024258
pyrimidine.metabolism,Cad,ENSMUSG00000013629
pyrimidine.metabolism,Pold4,ENSMUSG00000024854
pyrimidine.metabolism,Polr2f,ENSMUSG00000033020
pyrimidine.metabolism,Polr3gl,ENSMUSG00000028104
pyrimidine.metabolism,Polr2i,ENSMUSG00000019738
pyrimidine.metabolism,Polr3f,ENSMUSG00000027427
pyrimidine.metabolism,Polr3b,ENSMUSG00000034453
pyrimidine.metabolism,Nt5c1b,ENSMUSG00000020622
pyrimidine.metabolism,Pnpt1,ENSMUSG00000020464
pyrimidine.metabolism,Entpd8,ENSMUSG00000036813
pyrimidine.metabolism,Cda,ENSMUSG00000028755
pyrimidine.metabolism,Tymp,ENSMUSG00000022615
pyrimidine.metabolism,Polr3c,ENSMUSG00000028099
pyrimidine.metabolism,Nme5,ENSMUSG00000035984
pyrimidine.metabolism,Cant1,ENSMUSG00000025575
pyrimidine.metabolism,Upp2,ENSMUSG00000026839
pyrimidine.metabolism,Nt5c2,ENSMUSG00000025041
pyrimidine.metabolism,Polr3h,ENSMUSG00000022476
pyrimidine.metabolism,Nme3,ENSMUSG00000073435
pyrimidine.metabolism,Dpyd,ENSMUSG00000033308
