Pathway,Gene,EnsemblID
huntingtons.disease,Grin1,ENSMUSG00000026959
huntingtons.disease,Grin2b,ENSMUSG00000030209
huntingtons.disease,Hap1,ENSMUSG00000006930
huntingtons.disease,Hdac2,ENSMUSG00000019777
huntingtons.disease,Htt,ENSMUSG00000029104
huntingtons.disease,Itpr1,ENSMUSG00000030102
huntingtons.disease,Bbc3,ENSMUSG00000002083
huntingtons.disease,Ndufa2,ENSMUSG00000014294
huntingtons.disease,Ndufa4,ENSMUSG00000029632
huntingtons.disease,Ndufs4,ENSMUSG00000021764
huntingtons.disease,Ndufv1,ENSMUSG00000037916
huntingtons.disease,Nrf1,ENSMUSG00000058440
huntingtons.disease,Plcb1,ENSMUSG00000051177
huntingtons.disease,Plcb2,ENSMUSG00000040061
huntingtons.disease,Plcb3,ENSMUSG00000024960
huntingtons.disease,Plcb4,ENSMUSG00000039943
huntingtons.disease,Pparg,ENSMUSG00000000440
huntingtons.disease,Ppargc1a,ENSMUSG00000029167
huntingtons.disease,Rest,ENSMUSG00000029249
huntingtons.disease,Polr2a,ENSMUSG00000005198
huntingtons.disease,Polr2c,ENSMUSG00000031783
huntingtons.disease,Polr2j,ENSMUSG00000039771
huntingtons.disease,Cox7a2l,ENSMUSG00000024248
huntingtons.disease,Sin3a,ENSMUSG00000042557
huntingtons.disease,Sod1,ENSMUSG00000022982
huntingtons.disease,Sod2,ENSMUSG00000006818
huntingtons.disease,Sp1,ENSMUSG00000001280
huntingtons.disease,Creb3l3,ENSMUSG00000035041
huntingtons.disease,Tbp,ENSMUSG00000014767
huntingtons.disease,Hip1,ENSMUSG00000039959
huntingtons.disease,Tfam,ENSMUSG00000003923
huntingtons.disease,Rcor1,ENSMUSG00000037896
huntingtons.disease,Tgm2,ENSMUSG00000037820
huntingtons.disease,Trp53,ENSMUSG00000059552
huntingtons.disease,Ucp1,ENSMUSG00000031710
huntingtons.disease,Uqcrq,ENSMUSG00000044894
huntingtons.disease,Uqcrc1,ENSMUSG00000025651
huntingtons.disease,Vdac1,ENSMUSG00000020402
huntingtons.disease,Vdac2,ENSMUSG00000021771
huntingtons.disease,Vdac3,ENSMUSG00000008892
huntingtons.disease,Ndufs8,ENSMUSG00000059734
huntingtons.disease,Ndufs2,ENSMUSG00000013593
huntingtons.disease,Dnah7b,ENSMUSG00000041144
huntingtons.disease,Ndufs1,ENSMUSG00000025968
huntingtons.disease,Atp5g3,ENSMUSG00000018770
huntingtons.disease,Taf4,ENSMUSG00000039117
huntingtons.disease,Ndufb6,ENSMUSG00000071014
huntingtons.disease,Polr2b,ENSMUSG00000029250
huntingtons.disease,Creb5,ENSMUSG00000053007
huntingtons.disease,Ap2s1,ENSMUSG00000008036
huntingtons.disease,Tbpl1,ENSMUSG00000071359
huntingtons.disease,Dnah9,ENSMUSG00000056752
huntingtons.disease,Dnah14,ENSMUSG00000047369
huntingtons.disease,Polr2h,ENSMUSG00000021018
huntingtons.disease,Creb3l1,ENSMUSG00000027230
huntingtons.disease,Atp5o,ENSMUSG00000022956
huntingtons.disease,Dnah2,ENSMUSG00000005237
huntingtons.disease,Ep300,ENSMUSG00000055024
huntingtons.disease,Dnah6,ENSMUSG00000052861
huntingtons.disease,Cox6b2,ENSMUSG00000051811
huntingtons.disease,Dnah3,ENSMUSG00000052273
huntingtons.disease,Ndufs6,ENSMUSG00000021606
huntingtons.disease,Ndufa4l2,ENSMUSG00000040280
huntingtons.disease,Dnaic2,ENSMUSG00000034706
huntingtons.disease,Hdac1,ENSMUSG00000028800
huntingtons.disease,Dnal4,ENSMUSG00000022420
huntingtons.disease,Ndufa1,ENSMUSG00000016427
huntingtons.disease,Dnah10,ENSMUSG00000038011
huntingtons.disease,Ndufs5,ENSMUSG00000028648
huntingtons.disease,Dnah7a,ENSMUSG00000096141
huntingtons.disease,Atp5d,ENSMUSG00000003072
huntingtons.disease,Ndufb5,ENSMUSG00000027673
huntingtons.disease,Ndufa9,ENSMUSG00000000399
huntingtons.disease,Cox7b,ENSMUSG00000031231
huntingtons.disease,Uqcr10,ENSMUSG00000059534
huntingtons.disease,Ndufb9,ENSMUSG00000022354
huntingtons.disease,Ndufa12,ENSMUSG00000020022
huntingtons.disease,Ndufa7,ENSMUSG00000041881
huntingtons.disease,Polr2e,ENSMUSG00000004667
huntingtons.disease,Cyc1,ENSMUSG00000022551
huntingtons.disease,Polr2l,ENSMUSG00000038489
huntingtons.disease,Uqcrh,ENSMUSG00000063882
huntingtons.disease,Uqcr11,ENSMUSG00000020163
huntingtons.disease,Uqcrfs1,ENSMUSG00000038462
huntingtons.disease,Ndufb7,ENSMUSG00000033938
huntingtons.disease,Sdhd,ENSMUSG00000000171
huntingtons.disease,Sdha,ENSMUSG00000021577
huntingtons.disease,Uqcrc2,ENSMUSG00000030884
huntingtons.disease,Atp5e,ENSMUSG00000016252
huntingtons.disease,Ndufa6,ENSMUSG00000022450
huntingtons.disease,Ndufa13,ENSMUSG00000036199
huntingtons.disease,Ndufb8,ENSMUSG00000025204
huntingtons.disease,Cltc,ENSMUSG00000047126
huntingtons.disease,Uqcrb,ENSMUSG00000021520
huntingtons.disease,Dctn4,ENSMUSG00000024603
huntingtons.disease,Sdhb,ENSMUSG00000009863
huntingtons.disease,Polr2g,ENSMUSG00000071662
huntingtons.disease,Atp5g2,ENSMUSG00000062683
huntingtons.disease,Ndufc2,ENSMUSG00000030647
huntingtons.disease,Ndufb2,ENSMUSG00000002416
huntingtons.disease,Ndufb10,ENSMUSG00000040048
huntingtons.disease,Ndufs3,ENSMUSG00000005510
huntingtons.disease,Ndufa8,ENSMUSG00000026895
huntingtons.disease,Dnaic1,ENSMUSG00000061322
huntingtons.disease,Polr2d,ENSMUSG00000024258
huntingtons.disease,Dctn2,ENSMUSG00000025410
huntingtons.disease,Polr2f,ENSMUSG00000033020
huntingtons.disease,Ndufa11,ENSMUSG00000002379
huntingtons.disease,Polr2i,ENSMUSG00000019738
huntingtons.disease,Dnah17,ENSMUSG00000033987
huntingtons.disease,Atp5h,ENSMUSG00000034566
huntingtons.disease,Ap2b1,ENSMUSG00000035152
huntingtons.disease,Taf4b,ENSMUSG00000054321
huntingtons.disease,Ndufv2,ENSMUSG00000024099
huntingtons.disease,Slc25a31,ENSMUSG00000069041
huntingtons.disease,Ift57,ENSMUSG00000032965
huntingtons.disease,Cltb,ENSMUSG00000047547
huntingtons.disease,Ndufs7,ENSMUSG00000020153
huntingtons.disease,Cox8c,ENSMUSG00000043319
huntingtons.disease,Dnali1,ENSMUSG00000042707
huntingtons.disease,Cox7b2,ENSMUSG00000049387
huntingtons.disease,Creb3l4,ENSMUSG00000027938
huntingtons.disease,Ndufv3,ENSMUSG00000024038
huntingtons.disease,Cox4i2,ENSMUSG00000009876
