Pathway,Gene,EnsemblID
jak.stat.signaling.pathway,Il11ra1,ENSMUSG00000073889
jak.stat.signaling.pathway,Il12a,ENSMUSG00000027776
jak.stat.signaling.pathway,Il12rb1,ENSMUSG00000000791
jak.stat.signaling.pathway,Il12rb2,ENSMUSG00000018341
jak.stat.signaling.pathway,Il13,ENSMUSG00000020383
jak.stat.signaling.pathway,Il13ra1,ENSMUSG00000017057
jak.stat.signaling.pathway,Il13ra2,ENSMUSG00000031289
jak.stat.signaling.pathway,Il15,ENSMUSG00000031712
jak.stat.signaling.pathway,Il15ra,ENSMUSG00000023206
jak.stat.signaling.pathway,Il2,ENSMUSG00000027720
jak.stat.signaling.pathway,Il2ra,ENSMUSG00000026770
jak.stat.signaling.pathway,Il2rb,ENSMUSG00000068227
jak.stat.signaling.pathway,Il2rg,ENSMUSG00000031304
jak.stat.signaling.pathway,Il3ra,ENSMUSG00000068758
jak.stat.signaling.pathway,Il4,ENSMUSG00000000869
jak.stat.signaling.pathway,Il4ra,ENSMUSG00000030748
jak.stat.signaling.pathway,Il5,ENSMUSG00000036117
jak.stat.signaling.pathway,Il5ra,ENSMUSG00000005364
jak.stat.signaling.pathway,Il6,ENSMUSG00000025746
jak.stat.signaling.pathway,Il6ra,ENSMUSG00000027947
jak.stat.signaling.pathway,Il6st,ENSMUSG00000021756
jak.stat.signaling.pathway,Il7,ENSMUSG00000040329
jak.stat.signaling.pathway,Il7r,ENSMUSG00000003882
jak.stat.signaling.pathway,Il9,ENSMUSG00000021538
jak.stat.signaling.pathway,Il9r,ENSMUSG00000020279
jak.stat.signaling.pathway,Irf9,ENSMUSG00000002325
jak.stat.signaling.pathway,Jak1,ENSMUSG00000028530
jak.stat.signaling.pathway,Jak2,ENSMUSG00000024789
jak.stat.signaling.pathway,Jak3,ENSMUSG00000031805
jak.stat.signaling.pathway,Lep,ENSMUSG00000059201
jak.stat.signaling.pathway,Lepr,ENSMUSG00000057722
jak.stat.signaling.pathway,Lif,ENSMUSG00000034394
jak.stat.signaling.pathway,Lifr,ENSMUSG00000054263
jak.stat.signaling.pathway,Mcl1,ENSMUSG00000038612
jak.stat.signaling.pathway,Pias2,ENSMUSG00000025423
jak.stat.signaling.pathway,Mpl,ENSMUSG00000006389
jak.stat.signaling.pathway,Myc,ENSMUSG00000022346
jak.stat.signaling.pathway,Osm,ENSMUSG00000058755
jak.stat.signaling.pathway,Osmr,ENSMUSG00000022146
jak.stat.signaling.pathway,Pik3ca,ENSMUSG00000027665
jak.stat.signaling.pathway,Pik3cd,ENSMUSG00000039936
jak.stat.signaling.pathway,Pik3r1,ENSMUSG00000041417
jak.stat.signaling.pathway,Pik3r2,ENSMUSG00000031834
jak.stat.signaling.pathway,Pik3r3,ENSMUSG00000028698
jak.stat.signaling.pathway,Prl,ENSMUSG00000021342
jak.stat.signaling.pathway,Prlr,ENSMUSG00000005268
jak.stat.signaling.pathway,Socs7,ENSMUSG00000038485
jak.stat.signaling.pathway,Ptpn11,ENSMUSG00000043733
jak.stat.signaling.pathway,Ptpn2,ENSMUSG00000024539
jak.stat.signaling.pathway,Sos1,ENSMUSG00000024241
jak.stat.signaling.pathway,Sos2,ENSMUSG00000034801
jak.stat.signaling.pathway,Stam,ENSMUSG00000026718
jak.stat.signaling.pathway,Stat1,ENSMUSG00000026104
jak.stat.signaling.pathway,Stat2,ENSMUSG00000040033
jak.stat.signaling.pathway,Stat3,ENSMUSG00000004040
jak.stat.signaling.pathway,Stat4,ENSMUSG00000062939
jak.stat.signaling.pathway,Stat5a,ENSMUSG00000004043
jak.stat.signaling.pathway,Stat5b,ENSMUSG00000020919
jak.stat.signaling.pathway,Stat6,ENSMUSG00000002147
jak.stat.signaling.pathway,Il23r,ENSMUSG00000049093
jak.stat.signaling.pathway,Aox2,ENSMUSG00000079554
jak.stat.signaling.pathway,Il20rb,ENSMUSG00000044244
jak.stat.signaling.pathway,Socs2,ENSMUSG00000020027
jak.stat.signaling.pathway,Thpo,ENSMUSG00000022847
jak.stat.signaling.pathway,Pias3,ENSMUSG00000028101
jak.stat.signaling.pathway,Ifna13,ENSMUSG00000063376
jak.stat.signaling.pathway,Ifne,ENSMUSG00000045364
jak.stat.signaling.pathway,Il22ra2,ENSMUSG00000039760
jak.stat.signaling.pathway,Il20ra,ENSMUSG00000020007
jak.stat.signaling.pathway,Akt3,ENSMUSG00000019699
jak.stat.signaling.pathway,Il17d,ENSMUSG00000050222
jak.stat.signaling.pathway,Ifna15,ENSMUSG00000096011
jak.stat.signaling.pathway,Ifna12,ENSMUSG00000073811
jak.stat.signaling.pathway,Ifnlr1,ENSMUSG00000062157
jak.stat.signaling.pathway,Pik3cg,ENSMUSG00000020573
jak.stat.signaling.pathway,Pik3r5,ENSMUSG00000020901
jak.stat.signaling.pathway,Ep300,ENSMUSG00000055024
jak.stat.signaling.pathway,Il19,ENSMUSG00000016524
jak.stat.signaling.pathway,Ifnl2,ENSMUSG00000059128
jak.stat.signaling.pathway,Ifnl3,ENSMUSG00000060747
jak.stat.signaling.pathway,Ifnk,ENSMUSG00000042993
jak.stat.signaling.pathway,Ifna14,ENSMUSG00000095896
jak.stat.signaling.pathway,Il22,ENSMUSG00000074695
jak.stat.signaling.pathway,Il27ra,ENSMUSG00000005465
jak.stat.signaling.pathway,Tslp,ENSMUSG00000024379
jak.stat.signaling.pathway,Socs6,ENSMUSG00000056153
jak.stat.signaling.pathway,Tyk2,ENSMUSG00000032175
jak.stat.signaling.pathway,Stam2,ENSMUSG00000055371
jak.stat.signaling.pathway,Socs5,ENSMUSG00000037104
jak.stat.signaling.pathway,Pias1,ENSMUSG00000032405
jak.stat.signaling.pathway,Mtor,ENSMUSG00000028991
jak.stat.signaling.pathway,Crlf2,ENSMUSG00000033467
jak.stat.signaling.pathway,Il20,ENSMUSG00000026416
jak.stat.signaling.pathway,Il21r,ENSMUSG00000030745
jak.stat.signaling.pathway,Il21,ENSMUSG00000027718
jak.stat.signaling.pathway,Aox3,ENSMUSG00000064294
jak.stat.signaling.pathway,Aox4,ENSMUSG00000038242
jak.stat.signaling.pathway,Il23a,ENSMUSG00000025383
jak.stat.signaling.pathway,Il24,ENSMUSG00000026420
