Pathway,Gene,EnsemblID
mapk.signaling.pathway,Nfkb1,ENSMUSG00000028163
mapk.signaling.pathway,Nfkb2,ENSMUSG00000025225
mapk.signaling.pathway,Ngf,ENSMUSG00000027859
mapk.signaling.pathway,Nlk,ENSMUSG00000017376
mapk.signaling.pathway,Nras,ENSMUSG00000027852
mapk.signaling.pathway,Ntf3,ENSMUSG00000049107
mapk.signaling.pathway,Ntrk1,ENSMUSG00000028072
mapk.signaling.pathway,Ntrk2,ENSMUSG00000055254
mapk.signaling.pathway,Dusp8,ENSMUSG00000037887
mapk.signaling.pathway,Pak1,ENSMUSG00000030774
mapk.signaling.pathway,Pdgfb,ENSMUSG00000000489
mapk.signaling.pathway,Pdgfra,ENSMUSG00000029231
mapk.signaling.pathway,Pdgfrb,ENSMUSG00000024620
mapk.signaling.pathway,Prkaca,ENSMUSG00000005469
mapk.signaling.pathway,Prkacb,ENSMUSG00000005034
mapk.signaling.pathway,Prkca,ENSMUSG00000050965
mapk.signaling.pathway,Prkcb,ENSMUSG00000052889
mapk.signaling.pathway,Prkcg,ENSMUSG00000078816
mapk.signaling.pathway,Pla2g4a,ENSMUSG00000056220
mapk.signaling.pathway,Ppm1a,ENSMUSG00000021096
mapk.signaling.pathway,Ppm1b,ENSMUSG00000061130
mapk.signaling.pathway,Ppp3ca,ENSMUSG00000028161
mapk.signaling.pathway,Ppp3cb,ENSMUSG00000021816
mapk.signaling.pathway,Ppp3cc,ENSMUSG00000022092
mapk.signaling.pathway,Ppp3r1,ENSMUSG00000033953
mapk.signaling.pathway,Ppp3r2,ENSMUSG00000028310
mapk.signaling.pathway,Ppp5c,ENSMUSG00000003099
mapk.signaling.pathway,Mapk11,ENSMUSG00000053137
mapk.signaling.pathway,Mapk8ip1,ENSMUSG00000027223
mapk.signaling.pathway,Flna,ENSMUSG00000031328
mapk.signaling.pathway,Dusp1,ENSMUSG00000024190
mapk.signaling.pathway,Ptpn5,ENSMUSG00000030854
mapk.signaling.pathway,Ptprr,ENSMUSG00000020151
mapk.signaling.pathway,Rac1,ENSMUSG00000001847
mapk.signaling.pathway,Rac2,ENSMUSG00000033220
mapk.signaling.pathway,Hspa1a,ENSMUSG00000091971
mapk.signaling.pathway,Rasgrp2,ENSMUSG00000032946
mapk.signaling.pathway,Rasgrf1,ENSMUSG00000032356
mapk.signaling.pathway,Rasgrp1,ENSMUSG00000027347
mapk.signaling.pathway,Rela,ENSMUSG00000024927
mapk.signaling.pathway,Relb,ENSMUSG00000002983
mapk.signaling.pathway,Rps6ka1,ENSMUSG00000003644
mapk.signaling.pathway,Rps6ka2,ENSMUSG00000023809
mapk.signaling.pathway,Rras,ENSMUSG00000038387
mapk.signaling.pathway,Sos1,ENSMUSG00000024241
mapk.signaling.pathway,Sos2,ENSMUSG00000034801
mapk.signaling.pathway,Srf,ENSMUSG00000015605
mapk.signaling.pathway,Rap1b,ENSMUSG00000052681
mapk.signaling.pathway,Arrb2,ENSMUSG00000060216
mapk.signaling.pathway,Taok1,ENSMUSG00000017291
mapk.signaling.pathway,Tgfb1,ENSMUSG00000002603
mapk.signaling.pathway,Tgfb2,ENSMUSG00000039239
mapk.signaling.pathway,Tgfb3,ENSMUSG00000021253
mapk.signaling.pathway,Tgfbr1,ENSMUSG00000007613
mapk.signaling.pathway,Tgfbr2,ENSMUSG00000032440
mapk.signaling.pathway,Rasa1,ENSMUSG00000021549
mapk.signaling.pathway,Tnf,ENSMUSG00000024401
mapk.signaling.pathway,Tnfrsf1a,ENSMUSG00000030341
mapk.signaling.pathway,Traf2,ENSMUSG00000026942
mapk.signaling.pathway,Traf6,ENSMUSG00000027164
mapk.signaling.pathway,Trp53,ENSMUSG00000059552
mapk.signaling.pathway,Pak2,ENSMUSG00000022781
mapk.signaling.pathway,Map4k3,ENSMUSG00000024242
mapk.signaling.pathway,Pla2g4c,ENSMUSG00000033847
mapk.signaling.pathway,Rasgrp4,ENSMUSG00000030589
mapk.signaling.pathway,Dusp7,ENSMUSG00000053716
mapk.signaling.pathway,Akt3,ENSMUSG00000019699
mapk.signaling.pathway,Gadd45g,ENSMUSG00000021453
mapk.signaling.pathway,Map2k5,ENSMUSG00000058444
mapk.signaling.pathway,Mapk7,ENSMUSG00000001034
mapk.signaling.pathway,Cacna1i,ENSMUSG00000022416
mapk.signaling.pathway,Rasgrp3,ENSMUSG00000071042
mapk.signaling.pathway,Map2k1,ENSMUSG00000004936
mapk.signaling.pathway,Map2k2,ENSMUSG00000035027
mapk.signaling.pathway,Map2k3,ENSMUSG00000018932
mapk.signaling.pathway,Map2k4,ENSMUSG00000033352
mapk.signaling.pathway,Map2k6,ENSMUSG00000020623
mapk.signaling.pathway,Map2k7,ENSMUSG00000002948
mapk.signaling.pathway,Map3k1,ENSMUSG00000021754
mapk.signaling.pathway,Map3k11,ENSMUSG00000004054
mapk.signaling.pathway,Map3k12,ENSMUSG00000023050
mapk.signaling.pathway,Map3k2,ENSMUSG00000024383
mapk.signaling.pathway,Map3k3,ENSMUSG00000020700
mapk.signaling.pathway,Map3k4,ENSMUSG00000014426
mapk.signaling.pathway,Map3k5,ENSMUSG00000071369
mapk.signaling.pathway,Map3k7,ENSMUSG00000028284
mapk.signaling.pathway,Map3k8,ENSMUSG00000024235
mapk.signaling.pathway,Map4k1,ENSMUSG00000037337
mapk.signaling.pathway,Map4k2,ENSMUSG00000024948
mapk.signaling.pathway,Mapk1,ENSMUSG00000063358
mapk.signaling.pathway,Mapk10,ENSMUSG00000046709
mapk.signaling.pathway,Mapk13,ENSMUSG00000004864
mapk.signaling.pathway,Mapk14,ENSMUSG00000053436
mapk.signaling.pathway,Mapk3,ENSMUSG00000063065
mapk.signaling.pathway,Mapk8,ENSMUSG00000021936
mapk.signaling.pathway,Mapk9,ENSMUSG00000020366
mapk.signaling.pathway,Map4k4,ENSMUSG00000026074
mapk.signaling.pathway,Ecsit,ENSMUSG00000066839
mapk.signaling.pathway,Pla2g4f,ENSMUSG00000046971
mapk.signaling.pathway,Flnb,ENSMUSG00000025278
mapk.signaling.pathway,Mapk12,ENSMUSG00000022610
mapk.signaling.pathway,Mapk8ip3,ENSMUSG00000024163
mapk.signaling.pathway,Dusp4,ENSMUSG00000031530
mapk.signaling.pathway,Cacna2d4,ENSMUSG00000041460
mapk.signaling.pathway,Ptpn7,ENSMUSG00000031506
mapk.signaling.pathway,Pla2g4e,ENSMUSG00000050211
mapk.signaling.pathway,Taok3,ENSMUSG00000061288
mapk.signaling.pathway,Taok2,ENSMUSG00000059981
mapk.signaling.pathway,Map3k6,ENSMUSG00000028862
mapk.signaling.pathway,Map3k14,ENSMUSG00000020941
mapk.signaling.pathway,Cacna1f,ENSMUSG00000031142
mapk.signaling.pathway,Stk3,ENSMUSG00000022329
mapk.signaling.pathway,Rps6ka4,ENSMUSG00000024952
mapk.signaling.pathway,Fgf21,ENSMUSG00000030827
mapk.signaling.pathway,Lamtor3,ENSMUSG00000091512
mapk.signaling.pathway,Cacna2d2,ENSMUSG00000010066
mapk.signaling.pathway,Cacna1h,ENSMUSG00000024112
mapk.signaling.pathway,Stk4,ENSMUSG00000018209
mapk.signaling.pathway,Dusp10,ENSMUSG00000039384
mapk.signaling.pathway,Map3k20,ENSMUSG00000004085
mapk.signaling.pathway,Tab1,ENSMUSG00000022414
mapk.signaling.pathway,Rras2,ENSMUSG00000055723
mapk.signaling.pathway,Rps6ka6,ENSMUSG00000025665
mapk.signaling.pathway,Fgf22,ENSMUSG00000020327
mapk.signaling.pathway,Dusp6,ENSMUSG00000019960
mapk.signaling.pathway,Tab2,ENSMUSG00000015755
mapk.signaling.pathway,Flnc,ENSMUSG00000068699
mapk.signaling.pathway,Dusp16,ENSMUSG00000030203
mapk.signaling.pathway,Map3k13,ENSMUSG00000033618
mapk.signaling.pathway,Dusp3,ENSMUSG00000003518
mapk.signaling.pathway,Rps6ka5,ENSMUSG00000021180
mapk.signaling.pathway,Dusp9,ENSMUSG00000031383
mapk.signaling.pathway,Rapgef2,ENSMUSG00000062232
mapk.signaling.pathway,Pla2g4d,ENSMUSG00000070719
mapk.signaling.pathway,Ntf5,ENSMUSG00000074121
mapk.signaling.pathway,Fgf20,ENSMUSG00000031603
mapk.signaling.pathway,Cacng8,ENSMUSG00000053395
